fecha;departamento;modalidad;fallecidos;heridos
20200101;LIMA;DESPISTE;0;0
20200101;CAJAMARCA;DESPISTE;0;0
20200101;PASCO;DESPISTE;0;1
20200101;CAJAMARCA;DESPISTE;0;2
20200101;LIMA;DESPISTE;0;5
20200101;ICA;CHOQUE;0;1
20200101;ICA;CHOQUE;1;1
20200101;HUANUCO;ATROPELLO;0;1
20200101;PIURA;CHOQUE;0;6
20200101;AMAZONAS;DESPISTE;0;2
20200101;AREQUIPA;CHOQUE;0;0
20200101;LA LIBERTAD;DESPISTE;0;5
20200101;LA LIBERTAD;DESPISTE;0;2
20200101;MOQUEGUA;CHOQUE;0;0
20200101;TACNA;DESPISTE;1;0
20200101;PUNO;CHOQUE;0;0
20200102;AREQUIPA;DESPISTE;2;16
20200102;TACNA;DESPISTE;2;1
20200102;AREQUIPA;CHOQUE;0;0
20200102;AREQUIPA;CHOQUE;0;3
20200102;AREQUIPA;ESPECIAL;0;0
20200102;LIMA;ATROPELLO;1;0
20200102;CAJAMARCA;CHOQUE;0;0
20200102;LIMA;CHOQUE;0;1
20200102;LIMA;DESPISTE;0;0
20200102;LIMA;DESPISTE;0;1
20200102;AREQUIPA;CHOQUE;4;3
20200102;JUNIN;CHOQUE;0;3
20200102;ANCASH;CHOQUE;0;0
20200102;LIMA;DESPISTE;0;0
20200102;PUNO;DESPISTE;3;41
20200102;ANCASH;CHOQUE;2;6
20200102;AMAZONAS;DESPISTE;0;1
20200102;APURIMAC;DESPISTE;0;2
20200102;SAN MARTIN;DESPISTE;0;2
20200102;MADRE DE DIOS;DESPISTE;0;4
20200102;AREQUIPA;CHOQUE;0;0
20200102;TACNA;DESPISTE;0;6
20200103;LIMA;DESPISTE;0;2
20200103;LIMA;CHOQUE;0;2
20200103;LIMA;CHOQUE;0;4
20200103;LIMA;CHOQUE;0;0
20200103;LAMBAYEQUE;CHOQUE;0;3
20200103;LIMA;CHOQUE;0;1
20200103;JUNIN;CHOQUE;0;0
20200103;LIMA;CHOQUE;0;2
20200103;ICA;DESPISTE;0;2
20200103;AYACUCHO;DESPISTE;0;0
20200103;PUNO;CHOQUE;0;1
20200103;ANCASH;DESPISTE;0;1
20200103;AREQUIPA;CHOQUE;0;2
20200103;PIURA;DESPISTE;1;0
20200103;PUNO;CHOQUE;0;4
20200104;ANCASH;DESPISTE;0;0
20200104;AREQUIPA;CHOQUE;0;0
20200104;LIMA;DESPISTE;0;2
20200104;TACNA;CHOQUE;2;0
20200104;JUNIN;DESPISTE;0;4
20200104;UCAYALI;CHOQUE;0;2
20200104;CAJAMARCA;CHOQUE;0;2
20200104;JUNIN;CHOQUE;0;0
20200104;CAJAMARCA;DESPISTE;0;1
20200104;LIMA;DESPISTE;0;0
20200104;LIMA;DESPISTE;0;1
20200104;LIMA;DESPISTE;0;2
20200104;HUANUCO;CHOQUE;0;1
20200104;LAMBAYEQUE;DESPISTE;0;2
20200105;ICA;CHOQUE;0;6
20200105;LIMA;CHOQUE;0;2
20200105;LIMA;CHOQUE;0;2
20200105;JUNIN;CHOQUE;0;0
20200105;LIMA;DESPISTE;0;2
20200105;LIMA;CHOQUE;0;5
20200105;LAMBAYEQUE;CHOQUE;0;1
20200105;LIMA;CHOQUE;0;3
20200105;LIMA;CHOQUE;0;2
20200105;LIMA;CHOQUE;0;0
20200105;PASCO;CHOQUE;0;2
20200105;AREQUIPA;DESPISTE;0;0
20200105;ANCASH;CHOQUE;3;4
20200105;MOQUEGUA;DESPISTE;0;0
20200105;PUNO;DESPISTE;0;5
20200105;AREQUIPA;CHOQUE;0;0
20200106;LIMA;CHOQUE;0;0
20200106;LA LIBERTAD;DESPISTE;0;7
20200106;AYACUCHO;DESPISTE;0;0
20200106;PUNO;CHOQUE;1;0
20200106;ICA;DESPISTE;0;0
20200106;HUANCAVELICA;ATROPELLO;1;0
20200106;ICA;ATROPELLO;1;0
20200106;ICA;ATROPELLO;1;0
20200106;AREQUIPA;CHOQUE;16;46
20200106;AREQUIPA;DESPISTE;0;1
20200106;AREQUIPA;CHOQUE;2;5
20200107;LIMA;CHOQUE;0;1
20200107;HUANUCO;DESPISTE;0;0
20200107;HUANCAVELICA;ESPECIAL;0;2
20200107;AREQUIPA;DESPISTE;0;1
20200107;CUSCO;CHOQUE;1;0
20200107;ANCASH;DESPISTE;0;3
20200107;APURIMAC;DESPISTE;0;6
20200107;ANCASH;DESPISTE;0;1
20200107;ICA;DESPISTE;0;1
20200107;ANCASH;CHOQUE;0;2
20200107;CUSCO;CHOQUE;0;1
20200107;AREQUIPA;DESPISTE;0;0
20200107;CUSCO;CHOQUE;0;0
20200108;JUNIN;DESPISTE;0;1
20200108;AREQUIPA;DESPISTE;2;4
20200108;JUNIN;DESPISTE;0;1
20200108;LIMA;CHOQUE;0;0
20200108;CAJAMARCA;DESPISTE;0;0
20200108;PIURA;CHOQUE;0;0
20200108;HUANCAVELICA;CHOQUE;1;0
20200108;AREQUIPA;DESPISTE;0;2
20200108;PUNO;DESPISTE;0;2
20200108;HUANUCO;DESPISTE;0;2
20200108;ICA;CHOQUE;2;5
20200108;ANCASH;ATROPELLO;1;0
20200109;ANCASH;DESPISTE;0;25
20200109;LA LIBERTAD;DESPISTE;0;0
20200109;CAJAMARCA;CHOQUE;0;3
20200109;AREQUIPA;CHOQUE;0;1
20200109;LAMBAYEQUE;CHOQUE;0;1
20200109;AREQUIPA;CHOQUE;0;4
20200109;JUNIN;CHOQUE;0;0
20200109;ANCASH;ESPECIAL;0;1
20200109;SAN MARTIN;ESPECIAL;0;1
20200109;LA LIBERTAD;DESPISTE;0;5
20200109;AREQUIPA;ATROPELLO;1;0
20200109;CUSCO;DESPISTE;0;2
20200110;TACNA;CHOQUE;0;0
20200110;LIMA;DESPISTE;0;5
20200110;ICA;DESPISTE;2;0
20200110;CAJAMARCA;CHOQUE;0;2
20200110;LIMA;ATROPELLO;1;0
20200110;JUNIN;CHOQUE;0;0
20200110;LIMA;CHOQUE;0;0
20200110;LIMA;DESPISTE;0;1
20200110;LAMBAYEQUE;DESPISTE;0;2
20200110;AREQUIPA;DESPISTE;1;4
20200110;ICA;CHOQUE;0;1
20200110;AMAZONAS;DESPISTE;0;6
20200110;LA LIBERTAD;ESPECIAL;0;0
20200110;LA LIBERTAD;CHOQUE;0;4
20200111;ANCASH;CHOQUE;0;0
20200111;AREQUIPA;CHOQUE;0;10
20200111;LIMA;ATROPELLO;0;2
20200111;LIMA;ESPECIAL;0;2
20200111;LIMA;CHOQUE;0;0
20200111;CAJAMARCA;CHOQUE;0;2
20200111;LIMA;CHOQUE;0;5
20200111;CUSCO;DESPISTE;0;0
20200111;JUNIN;CHOQUE;0;0
20200111;PUNO;CHOQUE;0;0
20200111;JUNIN;DESPISTE;0;0
20200111;ICA;CHOQUE;0;1
20200111;LA LIBERTAD;CHOQUE;0;0
20200111;AREQUIPA;DESPISTE;0;0
20200111;LAMBAYEQUE;CHOQUE;0;1
20200111;PIURA;CHOQUE;0;1
20200111;AREQUIPA;CHOQUE;0;0
20200111;CUSCO;CHOQUE;1;0
20200111;CUSCO;CHOQUE;0;2
20200111;MOQUEGUA;CHOQUE;0;1
20200112;PUNO;CHOQUE;1;0
20200112;LAMBAYEQUE;CHOQUE;1;1
20200112;ANCASH;DESPISTE;0;1
20200112;LIMA;CHOQUE;0;1
20200112;LIMA;CHOQUE;0;2
20200112;LIMA;DESPISTE;0;5
20200112;LIMA;DESPISTE;0;0
20200112;UCAYALI;CHOQUE;2;0
20200112;LIMA;DESPISTE;0;0
20200112;AREQUIPA;DESPISTE;0;2
20200112;JUNIN;CHOQUE;0;3
20200112;LIMA;CHOQUE;1;27
20200112;ICA;DESPISTE;0;2
20200112;ICA;CHOQUE;0;0
20200112;AMAZONAS;DESPISTE;0;0
20200112;ANCASH;ESPECIAL;0;0
20200112;MADRE DE DIOS;DESPISTE;0;1
20200112;ICA;CHOQUE;5;6
20200112;SAN MARTIN;DESPISTE;0;0
20200112;MADRE DE DIOS;DESPISTE;1;3
20200112;LA LIBERTAD;CHOQUE;0;3
20200112;AREQUIPA;CHOQUE;0;1
20200112;LA LIBERTAD;DESPISTE;0;6
20200112;AREQUIPA;DESPISTE;0;0
20200112;PUNO;CHOQUE;0;1
20200112;CAJAMARCA;CHOQUE;0;2
20200113;AMAZONAS;CHOQUE;0;0
20200113;JUNIN;DESPISTE;0;0
20200113;JUNIN;CHOQUE;0;0
20200113;JUNIN;CHOQUE;0;1
20200113;HUANUCO;DESPISTE;0;0
20200113;PUNO;DESPISTE;0;0
20200113;AREQUIPA;DESPISTE;0;0
20200113;LAMBAYEQUE;CHOQUE;1;0
20200113;AMAZONAS;DESPISTE;0;3
20200113;LA LIBERTAD;ATROPELLO;0;1
20200113;TACNA;DESPISTE;0;1
20200114;LIMA;CHOQUE;1;0
20200114;LIMA;CHOQUE;0;2
20200114;LIMA;CHOQUE;0;1
20200114;PUNO;CHOQUE;0;2
20200114;HUANCAVELICA;DESPISTE;0;1
20200114;LIMA;DESPISTE;0;0
20200114;JUNIN;DESPISTE;0;0
20200114;LIMA;DESPISTE;0;0
20200114;ANCASH;DESPISTE;1;5
20200114;APURIMAC;DESPISTE;0;3
20200114;CUSCO;DESPISTE;0;3
20200114;CUSCO;CHOQUE;0;2
20200115;LIMA;CHOQUE;0;0
20200115;AMAZONAS;DESPISTE;0;1
20200115;PIURA;DESPISTE;1;0
20200115;LIMA;DESPISTE;0;1
20200115;JUNIN;CHOQUE;0;8
20200115;JUNIN;DESPISTE;0;1
20200115;JUNIN;DESPISTE;0;1
20200115;LIMA;ATROPELLO;1;1
20200115;JUNIN;DESPISTE;0;0
20200115;PIURA;DESPISTE;0;6
20200115;CAJAMARCA;DESPISTE;1;1
20200115;HUANUCO;DESPISTE;0;0
20200115;ICA;DESPISTE;0;2
20200115;LIMA;DESPISTE;0;2
20200115;ICA;DESPISTE;0;3
20200115;AMAZONAS;DESPISTE;0;0
20200115;ICA;ATROPELLO;0;1
20200115;AYACUCHO;DESPISTE;0;0
20200115;ANCASH;CHOQUE;0;0
20200115;ANCASH;DESPISTE;0;2
20200115;CUSCO;ATROPELLO;1;0
20200115;Puno;DESPISTE;0;1
20200116;LORETO;CHOQUE;0;2
20200116;Cusco;ATROPELLO;0;1
20200116;LIMA;CHOQUE;0;0
20200116;CAJAMARCA;DESPISTE;0;7
20200116;Arequipa;DESPISTE;0;0
20200116;LIMA;CHOQUE;0;0
20200116;LIMA;DESPISTE;1;3
20200116;HUANUCO;DESPISTE;0;0
20200116;AREQUIPA;CHOQUE;0;3
20200116;LIMA;DESPISTE;0;1
20200116;LIMA;CHOQUE;0;0
20200116;AMAZONAS;CHOQUE;0;0
20200116;LIMA;DESPISTE;0;0
20200116;LIMA;DESPISTE;0;0
20200116;Arequipa;CHOQUE;0;0
20200116;CAJAMARCA;DESPISTE;0;2
20200116;HUANCAVELICA;DESPISTE;0;2
20200116;JUNIN;DESPISTE;0;0
20200116;ICA;ATROPELLO;0;2
20200116;ANCASH;DESPISTE;0;0
20200116;AYACUCHO;DESPISTE;0;4
20200116;AREQUIPA;CHOQUE;2;0
20200117;CUSCO;CHOQUE;0;2
20200117;JUNIN;DESPISTE;0;0
20200117;ANCASH;DESPISTE;1;0
20200117;AREQUIPA;DESPISTE;1;9
20200117;LIMA;DESPISTE;0;0
20200117;TACNA;DESPISTE;1;3
20200117;CAJAMARCA;DESPISTE;1;1
20200117;AMAZONAS;DESPISTE;0;1
20200117;APURIMAC;DESPISTE;2;2
20200118;JUNIN;DESPISTE;0;0
20200118;HUANUCO;DESPISTE;0;0
20200118;LAMBAYEQUE;CHOQUE;0;1
20200118;LIMA;DESPISTE;0;0
20200118;JUNIN;DESPISTE;0;4
20200118;AREQUIPA;DESPISTE;0;0
20200118;CAJAMARCA;DESPISTE;0;0
20200118;LIMA;CHOQUE;0;1
20200118;LA LIBERTAD;CHOQUE;0;1
20200118;LIMA;DESPISTE;0;0
20200118;LIMA;ESPECIAL;0;0
20200118;AMAZONAS;DESPISTE;0;0
20200118;PUNO;DESPISTE;0;0
20200118;PUNO;DESPISTE;0;0
20200118;CUSCO;CHOQUE;0;14
20200119;LA LIBERTAD;CHOQUE;0;14
20200119;PUNO;CHOQUE;0;3
20200119;CUSCO;CHOQUE;0;1
20200119;PIURA;DESPISTE;0;1
20200119;HUANCAVELICA;DESPISTE;0;1
20200119;HUANUCO;CHOQUE;0;0
20200119;AREQUIPA;CHOQUE;0;4
20200119;ICA;DESPISTE;0;1
20200119;LIMA;DESPISTE;0;0
20200119;SAN MARTIN;CHOQUE;0;1
20200119;LA LIBERTAD;CHOQUE;0;1
20200120;JUNIN;DESPISTE;0;3
20200120;ANCASH;CHOQUE;0;0
20200120;HUANCAVELICA;DESPISTE;1;2
20200120;LAMBAYEQUE;ATROPELLO;0;1
20200120;LA LIBERTAD;CHOQUE;1;0
20200120;LIMA;CHOQUE;0;0
20200120;AREQUIPA;DESPISTE;0;0
20200120;LIMA;DESPISTE;0;0
20200120;AREQUIPA;DESPISTE;1;5
20200120;LIMA;DESPISTE;0;7
20200120;JUNIN;DESPISTE;0;0
20200120;PIURA;ATROPELLO;0;1
20200120;ICA;ATROPELLO;1;0
20200120;SAN MARTIN;DESPISTE;0;0
20200120;ICA;ATROPELLO;1;0
20200120;AREQUIPA;DESPISTE;0;0
20200121;JUNIN;DESPISTE;0;1
20200121;TACNA;DESPISTE;0;0
20200121;TACNA;DESPISTE;0;2
20200121;LIMA;CHOQUE;0;0
20200121;LIMA;CHOQUE;0;2
20200121;HUANCAVELICA;DESPISTE;0;0
20200121;ANCASH;DESPISTE;0;1
20200121;AYACUCHO;CHOQUE;0;0
20200121;TACNA;CHOQUE;0;0
20200121;JUNIN;ATROPELLO;0;1
20200121;AMAZONAS;DESPISTE;0;0
20200121;ANCASH;CHOQUE;0;0
20200121;ICA;ATROPELLO;0;1
20200121;ICA;ATROPELLO;0;1
20200121;MADRE DE DIOS;DESPISTE;0;0
20200121;ANCASH;DESPISTE;0;3
20200121;ANCASH;DESPISTE;0;4
20200121;ANCASH;DESPISTE;0;1
20200121;LAMBAYEQUE;CHOQUE;0;9
20200122;JUNIN;DESPISTE;0;1
20200122;JUNIN;CHOQUE;2;8
20200122;JUNIN;DESPISTE;0;1
20200122;AYACUCHO;DESPISTE;0;5
20200122;LIMA;DESPISTE;0;0
20200122;LIMA;ESPECIAL;0;2
20200122;CAJAMARCA;DESPISTE;0;0
20200122;LIMA;CHOQUE;0;0
20200122;AREQUIPA;DESPISTE;0;2
20200122;ICA;CHOQUE;0;5
20200122;ICA;DESPISTE;0;0
20200122;ANCASH;CHOQUE;1;2
20200122;HUANUCO;DESPISTE;0;0
20200122;LA LIBERTAD;ESPECIAL;0;0
20200122;ANCASH;DESPISTE;0;1
20200122;AREQUIPA;DESPISTE;0;0
20200122;AREQUIPA;DESPISTE;4;18
20200122;MOQUEGUA;CHOQUE;0;1
20200122;CAJAMARCA;DESPISTE;0;3
20200122;CAJAMARCA;DESPISTE;0;1
20200123;LIMA;CHOQUE;0;2
20200123;LORETO;CHOQUE;0;2
20200123;AREQUIPA;CHOQUE;0;0
20200123;AREQUIPA;CHOQUE;0;2
20200123;CUSCO;DESPISTE;0;0
20200123;TACNA;DESPISTE;0;0
20200123;LIMA;DESPISTE;0;0
20200123;LIMA;CHOQUE;0;3
20200123;LIMA;CHOQUE;0;0
20200123;AREQUIPA;CHOQUE;0;1
20200123;LIMA;DESPISTE;0;1
20200123;JUNIN;DESPISTE;0;0
20200123;PUNO;DESPISTE;0;0
20200123;PUNO;DESPISTE;0;1
20200123;MADRE DE DIOS;DESPISTE;0;1
20200123;ANCASH;CHOQUE;0;3
20200123;SAN MARTIN;CHOQUE;0;1
20200123;AREQUIPA;DESPISTE;0;0
20200123;PIURA;DESPISTE;3;16
20200123;LIMA;ESPECIAL;0;1
20200124;CAJAMARCA;DESPISTE;0;0
20200124;JUNIN;DESPISTE;0;1
20200124;LIMA;DESPISTE;1;0
20200124;LIMA;CHOQUE;0;1
20200124;JUNIN;DESPISTE;0;0
20200124;CAJAMARCA;DESPISTE;0;1
20200124;JUNIN;CHOQUE;0;1
20200124;JUNIN;DESPISTE;0;4
20200124;AREQUIPA;CHOQUE;0;5
20200124;AYACUCHO;DESPISTE;0;1
20200124;AMAZONAS;DESPISTE;0;0
20200124;ICA;CHOQUE;0;1
20200124;ICA;CHOQUE;0;0
20200124;LA LIBERTAD;CHOQUE;1;0
20200124;PUNO;CHOQUE;0;1
20200125;LIMA;DESPISTE;0;0
20200125;LIMA;CHOQUE;0;1
20200125;JUNIN;DESPISTE;0;0
20200125;JUNIN;DESPISTE;0;0
20200125;CUSCO;CHOQUE;0;3
20200125;LIMA;DESPISTE;0;0
20200125;LA LIBERTAD;CHOQUE;0;1
20200125;LAMBAYEQUE;DESPISTE;0;1
20200125;LIMA;CHOQUE;0;4
20200125;JUNIN;CHOQUE;0;0
20200125;PUNO;CHOQUE;0;0
20200125;ANCASH;CHOQUE;0;0
20200125;ANCASH;CHOQUE;0;0
20200125;LAMBAYEQUE;ATROPELLO;0;1
20200125;TACNA;ESPECIAL;0;5
20200125;TACNA;CHOQUE;0;1
20200126;JUNIN;CHOQUE;0;1
20200126;JUNIN;CHOQUE;0;5
20200126;AREQUIPA;DESPISTE;0;0
20200126;PUNO;DESPISTE;0;2
20200126;CAJAMARCA;DESPISTE;0;2
20200126;LIMA;CHOQUE;0;1
20200126;AREQUIPA;CHOQUE;0;0
20200126;LIMA;CHOQUE;0;2
20200126;LIMA;ATROPELLO;1;0
20200126;ANCASH;DESPISTE;0;0
20200126;UCAYALI;DESPISTE;0;5
20200126;AMAZONAS;CHOQUE;0;4
20200126;ANCASH;DESPISTE;0;1
20200126;ANCASH;DESPISTE;0;2
20200126;ANCASH;DESPISTE;0;0
20200126;ANCASH;DESPISTE;0;0
20200126;AREQUIPA;CHOQUE;0;0
20200126;PIURA;CHOQUE;0;0
20200126;CUSCO;DESPISTE;0;4
20200127;AREQUIPA;DESPISTE;0;0
20200127;JUNIN;DESPISTE;0;0
20200127;JUNIN;DESPISTE;0;0
20200127;LIMA;CHOQUE;0;1
20200127;LIMA;DESPISTE;0;0
20200127;LIMA;CHOQUE;0;1
20200127;LIMA;DESPISTE;0;4
20200127;LIMA;DESPISTE;0;1
20200127;LIMA;CHOQUE;0;0
20200127;ANCASH;DESPISTE;1;3
20200127;APURIMAC;DESPISTE;0;0
20200127;SAN MARTIN;DESPISTE;0;1
20200127;SAN MARTIN;DESPISTE;0;1
20200127;AREQUIPA;DESPISTE;0;0
20200127;PUNO;CHOQUE;0;1
20200128;AREQUIPA;DESPISTE;0;2
20200128;AREQUIPA;DESPISTE;0;1
20200128;LORETO;ATROPELLO;1;1
20200128;LIMA;CHOQUE;0;2
20200128;JUNIN;DESPISTE;0;2
20200128;LIMA;DESPISTE;0;0
20200128;JUNIN;DESPISTE;0;0
20200128;JUNIN;DESPISTE;0;0
20200128;UCAYALI;DESPISTE;0;0
20200128;LIMA;CHOQUE;0;2
20200128;LIMA;CHOQUE;0;1
20200128;HUANUCO;ESPECIAL;0;1
20200128;LIMA;CHOQUE;0;6
20200128;LIMA;DESPISTE;0;0
20200128;JUNIN;DESPISTE;0;1
20200128;JUNIN;DESPISTE;0;0
20200128;HUANCAVELICA;DESPISTE;0;2
20200128;ICA;CHOQUE;0;4
20200128;SAN MARTIN;CHOQUE;1;1
20200128;MADRE DE DIOS;ATROPELLO;1;0
20200128;AREQUIPA;DESPISTE;0;0
20200128;AREQUIPA;CHOQUE;0;3
20200128;CUSCO;CHOQUE;0;1
20200128;PUNO;CHOQUE;1;7
20200129;LORETO;CHOQUE;0;2
20200129;AREQUIPA;VOLCADURA;0;0
20200129;CUSCO;DESPISTE;0;0
20200129;UCAYALI;DESPISTE;1;1
20200129;LIMA;CHOQUE;0;0
20200129;CUSCO;DESPISTE;0;4
20200129;LIMA;CHOQUE;0;0
20200129;JUNIN;CHOQUE;0;0
20200129;ICA;CHOQUE;0;1
20200129;PIURA;CHOQUE;0;2
20200129;SAN MARTIN;CHOQUE;0;2
20200129;TACNA;DESPISTE;0;0
20200129;PUNO;CHOQUE;0;1
20200130;LIMA;CHOQUE;1;2
20200130;PUNO;DESPISTE;1;2
20200130;CUSCO;CHOQUE;0;0
20200130;PIURA;DESPISTE;0;2
20200130;PUNO;DESPISTE;0;2
20200130;ICA;CHOQUE;0;0
20200130;ICA;CHOQUE;0;0
20200130;MADRE DE DIOS;CHOQUE;0;13
20200130;AYACUCHO;CHOQUE;1;12
20200130;AREQUIPA;CHOQUE;0;0
20200130;LAMBAYEQUE;CHOQUE;0;0
20200130;MOQUEGUA;DESPISTE;0;3
20200130;PUNO;DESPISTE;0;0
20200130;PUNO;DESPISTE;0;11
20200131;LIMA;CHOQUE;0;0
20200131;CAJAMARCA;DESPISTE;0;3
20200131;LIMA;CHOQUE;0;2
20200131;JUNIN;CHOQUE;0;1
20200131;LIMA;DESPISTE;0;0
20200131;LIMA;CHOQUE;0;2
20200131;AYACUCHO;CHOQUE;0;1
20200131;PUNO;DESPISTE;0;N.I.
20200131;PUNO;DESPISTE;0;N.I.
20200131;LIMA;DESPISTE;0;1
20200131;LIMA;CHOQUE;0;0
20200131;LIMA;ESPECIAL;0;0
20200131;ICA;CHOQUE;0;4
20200131;PUNO;DESPISTE;0;0
20200131;AMAZONAS;DESPISTE;0;1
20200131;AREQUIPA;CHOQUE;0;0
20200131;PIURA;ESPECIAL;0;0
20200201;JUNIN;DESPISTE;0;1
20200201;CUSCO;DESPISTE;0;3
20200201;TACNA;DESPISTE;0;3
20200201;CAJAMARCA;DESPISTE;0;1
20200201;JUNIN;ATROPELLO;1;2
20200201;LIMA;DESPISTE;0;0
20200201;MOQUEGUA;CHOQUE;0;1
20200201;AYACUCHO;CHOQUE;0;8
20200201;ICA;CHOQUE;1;6
20200201;ICA;DESPISTE;0;2
20200201;AREQUIPA;DESPISTE;0;1
20200202;CUSCO;CHOQUE;0;0
20200202;LA LIBERTAD;CHOQUE;0;6
20200202;LIMA;CHOQUE;0;1
20200202;JUNIN;DESPISTE;0;2
20200202;AREQUIPA;CHOQUE;2;2
20200202;LIMA;DESPISTE;0;1
20200202;LIMA;CHOQUE;0;3
20200202;LIMA;CHOQUE;0;12
20200202;LIMA;CHOQUE;0;1
20200202;CAJAMARCA;CHOQUE;0;4
20200202;JUNIN;CHOQUE;0;5
20200202;LIMA;CHOQUE;0;2
20200202;JUNIN;ATROPELLO;1;0
20200202;LIMA;DESPISTE;0;0
20200202;JUNIN;CHOQUE;0;4
20200202;MOQUEGUA;DESPISTE;0;0
20200202;HUANCAVELICA;DESPISTE;0;7
20200202;AMAZONAS;DESPISTE;0;0
20200202;ANCASH;CHOQUE;0;0
20200202;SAN MARTIN;DESPISTE;0;0
20200202;AREQUIPA;DESPISTE;0;1
20200202;AREQUIPA;DESPISTE;0;1
20200203;JUNIN;DESPISTE;0;0
20200203;PIURA;DESPISTE;0;2
20200203;LIMA;DESPISTE;0;1
20200203;LIMA;DESPISTE;1;20
20200203;LIMA;DESPISTE;1;0
20200203;CUSCO;DESPISTE;0;0
20200203;LIMA;CHOQUE;0;1
20200203;ICA;DESPISTE;0;0
20200203;AYACUCHO;CHOQUE;0;0
20200203;ANCASH;DESPISTE;0;0
20200203;HUANUCO;CHOQUE;0;1
20200203;LA LIBERTAD;CHOQUE;0;2
20200203;AREQUIPA;CHOQUE;0;7
20200203;PIURA;CHOQUE;0;1
20200204;HUANUCO;ATROPELLO;0;1
20200204;MOQUEGUA;CHOQUE;0;8
20200204;SAN MARTIN;CHOQUE;0;0
20200204;CUSCO;DESPISTE;0;0
20200204;LIMA;DESPISTE;0;2
20200204;LIMA;ESPECIAL;0;0
20200204;HUANCAVELICA;CHOQUE;0;0
20200204;ICA;ATROPELLO;1;0
20200204;PUNO;ATROPELLO;0;1
20200204;PUNO;DESPISTE;0;1
20200204;ANCASH;DESPISTE;1;2
20200204;PUNO;ATROPELLO;1;0
20200204;ICA;ATROPELLO;1;1
20200204;LAMBAYEQUE;DESPISTE;0;2
20200204;CUSCO;CHOQUE;0;6
20200204;PIURA;CHOQUE;0;1
20200204;PUNO;ATROPELLO;1;0
20200205;CUSCO;CHOQUE;0;0
20200205;LIMA;ATROPELLO;1;0
20200205;LIMA;CHOQUE;0;1
20200205;UCAYALI;CHOQUE;0;1
20200205;JUNIN;DESPISTE;0;0
20200205;LIMA;DESPISTE;0;2
20200205;AMAZONAS;VOLCADURA;2;2
20200205;SAN MARTIN;DESPISTE;0;1
20200205;LAMBAYEQUE;DESPISTE;0;6
20200205;CUSCO;DESPISTE;0;0
20200205;AREQUIPA;CHOQUE;7;5
20200205;PIURA;DESPISTE;0;1
20200205;CUSCO;DESPISTE;0;1
20200205;PUNO;DESPISTE;0;2
20200206;PIURA;DESPISTE;0;1
20200206;LIMA;DESPISTE;1;0
20200206;JUNIN;CHOQUE;0;2
20200206;JUNIN;CHOQUE;0;9
20200206;AREQUIPA;CHOQUE;0;1
20200206;HUANCAVELICA;DESPISTE;0;0
20200206;ICA;CHOQUE;0;1
20200206;PUNO;DESPISTE;0;1
20200206;MADRE DE DIOS;CHOQUE;1;0
20200206;AREQUIPA;CHOQUE;0;0
20200206;APURIMAC;CHOQUE;0;4
20200206;SAN MARTIN;DESPISTE;0;1
20200207;LA LIBERTAD;CHOQUE;2;2
20200207;ANCASH;CHOQUE;1;0
20200207;JUNIN;CHOQUE;0;0
20200207;ANCASH;DESPISTE;0;0
20200207;TACNA;DESPISTE;0;2
20200207;AREQUIPA;DESPISTE;0;3
20200207;LIMA;DESPISTE;0;0
20200207;AREQUIPA;CHOQUE;0;0
20200207;LIMA;DESPISTE;0;0
20200207;JUNIN;ATROPELLO;1;0
20200207;ANCASH;CHOQUE;0;4
20200207;MOQUEGUA;CHOQUE;0;0
20200207;LIMA;ATROPELLO;1;0
20200207;ICA;CHOQUE;0;2
20200207;HUANUCO;DESPISTE;1;1
20200207;ANCASH;CHOQUE;0;1
20200207;CUSCO;DESPISTE;0;5
20200207;TACNA;CHOQUE;0;2
20200208;PIURA;CHOQUE;0;2
20200208;AREQUIPA;CHOQUE;0;0
20200208;LIMA;DESPISTE;0;0
20200208;LIMA;CHOQUE;0;1
20200208;CUSCO;CHOQUE;0;0
20200208;LIMA;DESPISTE;0;0
20200208;HUANCAVELICA;CHOQUE;0;5
20200208;JUNIN;CHOQUE;0;0
20200208;LIMA;ATROPELLO;0;1
20200208;LIMA;CHOQUE;0;0
20200208;LIMA;CHOQUE;0;0
20200208;JUNIN;DESPISTE;0;4
20200208;JUNIN;CHOQUE;1;2
20200208;TACNA;DESPISTE;0;1
20200208;APURIMAC;DESPISTE;0;1
20200208;LIMA;DESPISTE;0;0
20200208;PUNO;DESPISTE;0;0
20200208;APURIMAC;DESPISTE;0;0
20200208;ANCASH;CHOQUE;0;0
20200208;HUANUCO;CHOQUE;1;0
20200208;AREQUIPA;DESPISTE;0;0
20200208;AREQUIPA;CHOQUE;0;3
20200208;LAMBAYEQUE;CHOQUE;0;1
20200208;CUSCO;DESPISTE;0;3
20200208;AREQUIPA;DESPISTE;0;1
20200209;PIURA;DESPISTE;0;2
20200209;CUSCO;CHOQUE;0;2
20200209;LORETO;CHOQUE;0;1
20200209;LORETO;DESPISTE;0;1
20200209;TACNA;DESPISTE;0;6
20200209;LIMA;CHOQUE;0;1
20200209;LIMA;DESPISTE;0;2
20200209;LIMA;ATROPELLO;0;1
20200209;LIMA;ATROPELLO;1;N.I.
20200209;LIMA;CHOQUE;0;3
20200209;CAJAMARCA;DESPISTE;0;0
20200209;CUSCO;CHOQUE;0;0
